Surname,Firstname,NRS,Box number,Folder number,Full Name,Year appointed silk,Date of correspondence,file number,page number,Digital ID,Archives Investigator link,Digital ID url
Tonking,K.J.,NRS302_333,10/42917B,[39],K.J. Tonking,,07 Dec 1944,GAC.KD.44/3744.AGB,28,NRS302_333_a127_10_42917_[39]_00028,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00028
Tonking,K.J.,NRS302_333,10/42917B,[39],K.J. Tonking,,07 Dec 1944,GAC.KD.44/3744.AGB,29,NRS302_333_a127_10_42917_[39]_00029,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00029
Tonking,K.J.,NRS302_333,10/42917B,[38],K.J. Tonking,,29 Oct 1943,43/4149,10,NRS302_333_a127_10_42917_[38]_00010,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00010
Tonking,K.J.,NRS302_333,10/42917B,[38],K.J. Tonking,,27 Oct 1943,GAC.KD.43/4149.AGB,11,NRS302_333_a127_10_42917_[38]_00011,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00011
Tonking,K.J.,NRS302_333,10/42917B,[39],K.J. Tonking,,06 Dec 1944,GAC.KD.44/4744.AGB,4,NRS302_333_a127_10_42917_[39]_00004,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00004
Tonking,K.J.,NRS302_333,10/42917B,[38],K.J. Tonking,,27 Oct 1943,GAC.WF.43/4149.AGB,40,NRS302_333_a127_10_42917_[38]_00040,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00040
Treatt,Vernon Haddon,NRS302_333,10/42917B,[29],Vernon Haddon Treatt,1940,16 Dec 1940,GAC.40/6008.AGB,21,NRS302_333_a127_10_42917_[29]_00021,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00021
Treatt,Vernon Haddon,NRS302_333,10/42917B,[29],Vernon Haddon Treatt,1940,16 Dec 1940,40/6096,22,NRS302_333_a127_10_42917_[29]_00022,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00022
Treatt,Vernon Haddon,NRS302_333,10/42917B,[29],Vernon Haddon Treatt,1940,02 Jan 1941,GAC.40/6096.AGB,23,NRS302_333_a127_10_42917_[29]_00023,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00023
Treatt,Vernon Haddon,NRS302_333,10/42917B,[29],Vernon Haddon Treatt,1940,02 Jan 1941,GAC.40/6096.AGB,24,NRS302_333_a127_10_42917_[29]_00024,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00024
Treatt,Vernon Haddon,NRS302_333,10/42917B,[29],Vernon Haddon Treatt,1940,02 Jan 1941,GAC.40/6096.AGB,25,NRS302_333_a127_10_42917_[29]_00025,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00025
Treatt,Vernon Haddon,NRS302_333,10/42917B,[47],Vernon Haddon Treatt,1940,21 Nov 1945,,13,NRS302_333_a127_10_42917_[47]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[47]_00013
Treatt,Vernon Haddon,NRS302_333,10/42917B,[29],Vernon Haddon Treatt,1940,06 Jan 1941,GAC.40/6096.AGB,29,NRS302_333_a127_10_42917_[29]_00029,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00029
Treatt,Vernon Haddon,NRS302_333,10/42917B,[29],Vernon Haddon Treatt,1940,02 Jan 1941,GAC.40/6096.AGB,30,NRS302_333_a127_10_42917_[29]_00030,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00030
Treatt,Vernon Haddon,NRS302_333,10/42917B,[29],Vernon Haddon Treatt,1940,16 Dec 1940,GAC.40/6008.AGB,32,NRS302_333_a127_10_42917_[29]_00032,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00032
Treatt,Vernon Haddon,NRS302_333,10/42917B,[29],Vernon Haddon Treatt,1940,18 Dec 1940,GAC.40/6096.AGB,36,NRS302_333_a127_10_42917_[29]_00036,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00036
Treatt,Vernon Haddon,NRS302_333,10/42917B,[29],Vernon Haddon Treatt,1940,12 Dec 1940,40/6049,13,NRS302_333_a127_10_42917_[29]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00013
Treatt,Vernon Haddon,NRS302_333,10/42917B,[29],Vernon Haddon Treatt,1940,13 Dec 1940,40/6049,14,NRS302_333_a127_10_42917_[29]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00014
Wade,Charles Gregory,NRS302_333,10/42918,[6],Charles Gregory Wade,1905,01 Jan 1905,,33,NRS302_333_a127_10_42918_[06]_00033,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\92,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[06]_00033
Wade,Charles Gregory,NRS302_333,10/42918,[6],Charles Gregory Wade,1905,28 Feb 1906,5/3676,3,NRS302_333_a127_10_42918_[06]_00003,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\92,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[06]_00003
Wade,Charles Gregory,NRS302_333,10/42918,[5],Charles Gregory Wade,1905,30 May 1905,15/8529,2,NRS302_333_a127_10_42918_[05]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\92,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[05]_00002
Wade,Charles Gregory,NRS302_333,10/42918,[7],Charles Gregory Wade,1905,04 Mar 1907,,8,NRS302_333_a127_10_42918_[07]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\92,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[07]_00008
Wade,Charles Gregory,NRS302_333,10/42918,[13],Charles Gregory Wade,1905,28 Feb 1916,16/754,14,NRS302_333_a127_10_42918_[13]_00014,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\92,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[13]_00014
Wade,Charles Gregory,NRS302_333,10/42918,[5],Charles Gregory Wade,1905,30 May 1905,15/8529,3,NRS302_333_a127_10_42918_[05]_00003,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\92,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[05]_00003
Wade,Charles Gregory,NRS302_333,10/42918,[5],Charles Gregory Wade,1905,11 May 1905,5/7213,9,NRS302_333_a127_10_42918_[05]_00009,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\92,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[05]_00009
Walker,William Gregory,NRS302_333,10/42918,[1],William Gregory Walker,1896,,96/2347,1,NRS302_333_a127_10_42918_[01]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00001
Walker,William Gregory,NRS302_333,10/42918,[1],William Gregory Walker,1896,,96/2347,2,NRS302_333_a127_10_42918_[01]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00002
Walker,William Gregory,NRS302_333,10/42918,[1],William Gregory Walker,1896,,96/2229,11,NRS302_333_a127_10_42918_[01]_00011,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00011
Walker,William Gregory,NRS302_333,10/42918,[1],William Gregory Walker,1896,,96/2229,14,NRS302_333_a127_10_42918_[01]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00014
Walker,William Gregory,NRS302_333,10/42918,[1],William Gregory Walker,1896,,96/2229,15,NRS302_333_a127_10_42918_[01]_00015,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00015
Wallace,A.C.,NRS302_333,10/42917B,[36],A.C. Wallace,,01 Jan 1943,,2,NRS302_333_a127_10_42917_[36]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[36]_00002
Wallace,A.C.,NRS302_333,10/42917B,[38],A.C. Wallace,,27 Oct 1943,GAC.WF.43/4149.AGB,43,NRS302_333_a127_10_42917_[38]_00043,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00043
Wallace,A.C.,NRS302_333,10/42917B,[38],A.C. Wallace,,16 Dec 1942,MCN.IV.42/4939.AGB,26,NRS302_333_a127_10_42917_[38]_00026,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00026
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,03 Dec 1940,,19,NRS302_333_a127_10_42917_[29]_00019,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00019
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,03 Dec 1940,,20,NRS302_333_a127_10_42917_[29]_00020,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00020
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,02 Jan 1941,GAC.40/6096.AGB,22,NRS302_333_a127_10_42917_[29]_00023,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00023
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,02 Jan 1941,GAC.40/6096.AGB,23,NRS302_333_a127_10_42917_[29]_00023,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00023
Wallace,Gordon,NRS302_333,10/42917B,[28],Gordon Wallace,1940,11 Dec 1939,39/1314,1,NRS302_333_a127_10_42917_[28]_00001,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00001
Wallace,Gordon,NRS302_333,10/42917B,[47],Gordon Wallace,1940,21 Nov 1945,,13,NRS302_333_a127_10_42917_[47]_00013,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[47]_00013
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,02 Jan 1941,GAC.40/6096.AGB,24,NRS302_333_a127_10_42917_[29]_00024,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00024
Wallace,Gordon,NRS302_333,10/42917B,[28],Gordon Wallace,1940,,,7,NRS302_333_a127_10_42917_[28]_00007,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00007
Wallace,Gordon,NRS302_333,10/42917B,[28],Gordon Wallace,1940,16 Dec 1939,,8,NRS302_333_a127_10_42917_[28]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00008
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,02 Jan 1941,GAC.40/6096.AGB,25,NRS302_333_a127_10_42917_[29]_00025,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00025
Wallace,Gordon,NRS302_333,10/42917B,[28],Gordon Wallace,1940,16 Dec 1939,,9,NRS302_333_a127_10_42917_[28]_00009,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00009
Wallace,Gordon,NRS302_333,10/42917B,[28],Gordon Wallace,1940,18 Dec 1939,,10,NRS302_333_a127_10_42917_[28]_00010,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00010
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,06 Jan 1941,GAC.40/6096.AGB,26,NRS302_333_a127_10_42917_[29]_00026,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00026
Wallace,Gordon,NRS302_333,10/42917B,[28],Gordon Wallace,1940,15 Dec 1939,GAC.AM.39/6344.AGB,11,NRS302_333_a127_10_42917_[28]_00011,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00011
Wallace,Gordon,NRS302_333,10/42917B,[28],Gordon Wallace,1940,13 Dec 1939,,13,NRS302_333_a127_10_42917_[28]_00013,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00013
Wallace,Gordon,NRS302_333,10/42917B,[28],Gordon Wallace,1940,15 Dec 1939,,14,NRS302_333_a127_10_42917_[28]_00014,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00014
Wallace,Gordon,NRS302_333,10/42917B,[28],Gordon Wallace,1940,13 Dec 1939,,15,NRS302_333_a127_10_42917_[28]_00015,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00015
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,02 Jan 1941,GAC.40/6096.AGB,30,NRS302_333_a127_10_42917_[29]_00030,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00030
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,03 Dec 1940,40/5867,1,NRS302_333_a127_10_42917_[29]_00001,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00001
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,05 Dec 1940,40/5867.AGB,2,NRS302_333_a127_10_42917_[29]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00002
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,05 Dec 1940,40/5867.AGB,3,NRS302_333_a127_10_42917_[29]_00003,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00003
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,16 Dec 1940,GAC.40/6008.AGB,34,NRS302_333_a127_10_42917_[29]_00034,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00034
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,01 Jul 1940,40/5867.AGB,4,NRS302_333_a127_10_42917_[29]_00004,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00004
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,18 Dec 1940,GAC.40/6096.AGB,38,NRS302_333_a127_10_42917_[29]_00038,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00038
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,17 Dec 1940,GAC.40/6096.AGB,39,NRS302_333_a127_10_42917_[29]_00039,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00039
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,17 Dec 1940,GAC.40/6008.AGB,40,NRS302_333_a127_10_42917_[29]_00040,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00040
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,26 Jun 1940,40/3117,,NRS302_333_a127_10_42917_[29]_00009a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00009a
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,27 Jun 1940,40/3117,,NRS302_333_a127_10_42917_[29]_00009b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00009b
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,14 Feb 1940,GAC.39/6314.AGB,10,NRS302_333_a127_10_42917_[29]_00010,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00010
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,20 Mar 1940,GAC.39/6314.AGB,11,NRS302_333_a127_10_42917_[29]_00011,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00011
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,15 Feb 1940,GAC.39/6314.AGB,12,NRS302_333_a127_10_42917_[29]_00012,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00012
Wallace,Gordon,NRS302_333,10/42917B,[29],Gordon Wallace,1940,13 Dec 1940,40/6049,14,NRS302_333_a127_10_42917_[29]_00014,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\65,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00014
Want,John Henry,NRS302_333,10/42918,[5],John Henry Want,1887,17 May 1905,,16,NRS302_333_a127_10_42918_[05]_00016,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[05]_00016
Want,John Henry,NRS302_333,10/42918,[5],John Henry Want,1887,30 May 1905,15/8529,2,NRS302_333_a127_10_42918_[05]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[05]_00002
Want,John Henry,NRS302_333,10/42918,[5],John Henry Want,1887,30 May 1905,15/8529,3,NRS302_333_a127_10_42918_[05]_00003,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[05]_00003
Want,John Henry,NRS302_333,10/42918,[2],John Henry Want,1887,05 Feb 1901,,22,NRS302_333_a127_10_42918_[02]_00022,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00022
Want,John Henry,NRS302_333,10/42918,[2],John Henry Want,1887,05 Feb 1901,,23,NRS302_333_a127_10_42918_[02]_00023,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00023
Want,John Henry,NRS302_333,10/42918,[5],John Henry Want,1887,11 May 1905,5/7213,9,NRS302_333_a127_10_42918_[05]_00009,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[05]_00009
Waring,H.R.,NRS302_333,10/42918,[19],H.R. Waring,,,,27,NRS302_333_a127_10_42918_[19]_00027,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[19]_00027
Watkins,J.L.,NRS302_333,10/42918,[6],J.L. Watkins,,19 Feb 1904,,2,NRS302_333_a127_10_42918_[06]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[06]_00002
Watkins,J.L.,NRS302_333,10/42918,[4],J.L. Watkins,,16 Feb 1904,4/887,14,NRS302_333_a127_10_42918_[04]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00014
Watkins,J.L.,NRS302_333,10/42918,[4],J.L. Watkins,,22 Jan 1904,4/1039,18,NRS302_333_a127_10_42918_[04]_00018,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00018
Watt,Andrew Robert James,NRS302_333,10/42918,[17],Andrew Robert James Watt,1920,,20/5972,5,NRS302_333_a127_10_42918_[17]_00005,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00005
Watt,Andrew Robert James,NRS302_333,10/42918,[17],Andrew Robert James Watt,1920,,20/5972,6,NRS302_333_a127_10_42918_[17]_00006,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00006
Watt,Andrew Robert James,NRS302_333,10/42917B,[41],Andrew Robert James Watt,1920,18 Nov 1942,,15,NRS302_333_a127_10_42917_[41]_00015,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[41]_00015
Watt,Andrew Robert James,NRS302_333,10/42918,[17],Andrew Robert James Watt,1920,,,7,NRS302_333_a127_10_42918_[17]_00007,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00007
Watt,Andrew Robert James,NRS302_333,10/42918,[17],Andrew Robert James Watt,1920,,,8,NRS302_333_a127_10_42918_[17]_00008,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00008
Watt,Andrew Robert James,NRS302_333,10/42918,[17],Andrew Robert James Watt,1920,,,9,NRS302_333_a127_10_42918_[17]_00009,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00009
Watt,Andrew Robert James,NRS302_333,10/42918,[17],Andrew Robert James Watt,1920,,,10,NRS302_333_a127_10_42918_[17]_00010,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00010
Watt,Andrew Robert James,NRS302_333,10/42918,[17],Andrew Robert James Watt,1920,,,11,NRS302_333_a127_10_42918_[17]_00011,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00011
Watt,Andrew Robert James,NRS302_333,10/42918,[17],Andrew Robert James Watt,1920,,20/5972,12,NRS302_333_a127_10_42918_[17]_00012,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00012
Watt,Andrew Robert James,NRS302_333,10/42918,[17],Andrew Robert James Watt,1920,,20/5972,14,NRS302_333_a127_10_42918_[17]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00014
Watt,Andrew Robert James,NRS302_333,10/42918,[17],Andrew Robert James Watt,1920,,20/5930,16,NRS302_333_a127_10_42918_[17]_00016,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00016
Webb,Sydney George,NRS302_333,10/42917B,[39],Sydney George Webb,1944,07 Dec 1944,GAC.KD.44/3744.AGB,29,NRS302_333_a127_10_42917_[39]_00029,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00029
Webb,Sydney George,NRS302_333,10/42917B,[39],Sydney George Webb,1944,06 Dec 1944,GAC.KD.44/4744.AGB,1,NRS302_333_a127_10_42917_[39]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00001
Webb,Sydney George,NRS302_333,10/42917B,[35],Sydney George Webb,1944,12 Oct 1944,44/3941,,NRS302_333_a127_10_42917_[35]_00009a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00009a
Webb,Sydney George,NRS302_333,10/42917B,[39],Sydney George Webb,1944,06 Dec 1944,GAC.KD.44/4744.AGB,2,NRS302_333_a127_10_42917_[39]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00002
Webb,Sydney George,NRS302_333,10/42917B,[35],Sydney George Webb,1944,17 Oct 1944,44/3941,,NRS302_333_a127_10_42917_[35]_00009b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[35]_00009b
Webb,Sydney George,NRS302_333,10/42917B,[39],Sydney George Webb,1944,06 Dec 1944,GAC.KD.44/4744.AGB,3,NRS302_333_a127_10_42917_[39]_00003,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00003
